"","logFC","t","P.Value","Symbol"
"ENSG00000223823",0.000135338976127981,0.299783976660517,0.764343255008915,"LINC01342"
"ENSG00000272141",-0.00045774014917812,-0.328182179992441,0.742775372704495,"AL390719.2"
"ENSG00000162571",4.99953434936646e-05,0.229601985946921,0.818402055881402,"TTLL10"
"ENSG00000186891",-0.00384738124520074,-1.38988607470781,0.164570012914698,"TNFRSF18"
"ENSG00000186827",2.72912777963901e-05,0.0149477422863205,0.988073934346931,"TNFRSF4"
"ENSG00000078808",-0.0230722789904014,-2.88484242130185,0.0039178636968355,"SDF4"
"ENSG00000176022",-0.00572119204235643,-1.08771560766827,0.276726215267313,"B3GALT6"
"ENSG00000184163",-0.000536560847680594,-0.725718046235376,0.468015225406942,"C1QTNF12"
"ENSG00000260179",-0.000106661269219492,-0.683140443220336,0.494521446243098,"AL162741.1"
"ENSG00000160087",-0.0103240514259001,-1.76107586048018,0.0782320217794302,"UBE2J2"
"ENSG00000230415",0.00018204460182247,1.02346752010259,0.306092081082935,"LINC01786"
"ENSG00000162572",-0.00469834287587125,-1.55178373006081,0.120720667623612,"SCNN1D"
"ENSG00000131584",-0.0188359692570817,-2.21650278005419,0.0266618244620335,"ACAP3"
"ENSG00000169972",-0.000560603166582313,-0.156370357804919,0.875741767826286,"PUSL1"
"ENSG00000127054",-0.0122618503933027,-1.86376852029593,0.0623604067939492,"INTS11"
"ENSG00000224051",-0.00900967744539154,-1.66326264269311,0.0962664951328098,"CPTP"
"ENSG00000169962",5.44958086790055e-05,0.0787997714821893,0.937192219000688,"TAS1R3"
"ENSG00000107404",0.00533845452268719,0.693330908265711,0.488105313379719,"DVL1"
"ENSG00000162576",0.00704986738340123,1.83639161915958,0.0663060273510265,"MXRA8"
"ENSG00000175756",-0.00402817765702814,-0.359354474839322,0.719331530461634,"AURKAIP1"
"ENSG00000221978",0.0025328698510269,0.366395737749212,0.714071437793468,"CCNL2"
"ENSG00000242485",-0.0091103451240153,-0.864588468106589,0.387269086782502,"MRPL20"
"ENSG00000272455",0.000649440907325867,0.736807917690208,0.461242820345208,"AL391244.3"
"ENSG00000235098",-0.0026930605815901,-0.537404046606944,0.590991075683158,"ANKRD65"
"ENSG00000205116",9.22370404985438e-05,0.321808619162288,0.747599105667538,"TMEM88B"
"ENSG00000225285",0.000117787582985958,0.320721757812996,0.748422673527624,"LINC01770"
"ENSG00000179403",-0.0057692013575476,-0.866883555675393,0.38601020993086,"VWA1"
"ENSG00000215915",0.000419303562856856,0.203889783648051,0.838440505613239,"ATAD3C"
"ENSG00000160072",-0.00428587783333004,-1.24001289859474,0.214976772019307,"ATAD3B"
"ENSG00000197785",-0.000360663676925473,-0.0835806578746886,0.93339019943432,"ATAD3A"
"ENSG00000205090",-0.000552920350684533,-0.295909230404007,0.767300700178743,"TMEM240"
"ENSG00000160075",-0.0128719731780252,-1.19238214854384,0.233117415795296,"SSU72"
"ENSG00000215014",-0.000823143566760691,-0.805847813885795,0.420334654084734,"AL645728.1"
"ENSG00000228594",-0.007819379443929,-1.35046771530265,0.17687246091116,"FNDC10"
"ENSG00000272106",-0.00555163767871706,-1.17353234158185,0.240588301710691,"AL691432.2"
"ENSG00000197530",-0.00841417976870696,-1.2912793701372,0.196613129015507,"MIB2"
"ENSG00000189409",0.0007007866176955,0.535077990760193,0.592598442706045,"MMP23B"
"ENSG00000248333",-0.00511320025440353,-1.19408470955017,0.232450819276145,"CDK11B"
"ENSG00000272004",0.00133773082491132,1.97309825864961,0.0484901787176336,"FO704657.1"
"ENSG00000189339",-0.00675924308533527,-1.40569589174789,0.159821012848308,"SLC35E2B"
"ENSG00000008128",-0.00152191518408532,-1.12899805531169,0.258904377280564,"CDK11A"
"ENSG00000215790",0.00189121002293722,0.362495112178071,0.716983694303301,"SLC35E2A"
"ENSG00000008130",-0.00738401358663438,-1.51379229226023,0.130085206690106,"NADK"
"ENSG00000078369",-0.0735529489449188,-5.52051732205469,3.39772898425306e-08,"GNB1"
"ENSG00000231050",-0.000823024410270328,-0.781551257354503,0.434482252138914,"AL109917.1"
"ENSG00000169885",0.000143233046848895,0.233091461532619,0.815691393182333,"CALML6"
"ENSG00000178821",0.00240456810000712,1.62898240205779,0.103323400783986,"TMEM52"
"ENSG00000142609",-0.000690595044173668,-0.472741100840453,0.636400079994226,"CFAP74"
"ENSG00000233542",-0.000644086916724676,-0.631798271572027,0.527521755259352,"AL391845.2"
"ENSG00000187730",-0.0744826933699935,-6.74811286477807,1.51501384968758e-11,"GABRD"
"ENSG00000067606",-0.0360120584778312,-3.41002666884538,0.00065010726023225,"PRKCZ"
"ENSG00000271806",0.000116767157479295,0.500041237173615,0.617048366570343,"AL590822.2"
"ENSG00000182873",-0.000220118912297136,-0.381336859321545,0.702955018474477,"PRKCZ-AS1"
"ENSG00000162585",0.00783516712645118,1.10756419784158,0.268055702185279,"FAAP20"
"ENSG00000234396",-3.42678054519234e-05,-0.380689026215733,0.703435721469764,"AL590822.1"
"ENSG00000157933",-0.00735870717557957,-1.41322142075137,0.157597207593754,"SKI"
"ENSG00000116151",-0.000570999310512169,-0.247094427466564,0.804836218211193,"MORN1"
"ENSG00000157916",-0.00925934014526075,-1.19882288725272,0.230602824338868,"RER1"
"ENSG00000157911",0.00236086268617579,0.491772529710383,0.622882439214612,"PEX10"
"ENSG00000149527",-0.00468844909147849,-1.05110953874273,0.293213651145839,"PLCH2"
"ENSG00000224387",-0.000201587438816016,-0.621106075590132,0.534532823674191,"AL139246.1"
"ENSG00000157881",-0.00182486473166653,-0.455243726695326,0.64893599424811,"PANK4"
"ENSG00000197921",-0.0035447940223494,-1.16773395286229,0.242919980256827,"HES5"
"ENSG00000272449",-0.000968176044357268,-0.451002453348493,0.651989847322618,"AL139246.5"
"ENSG00000238164",-0.00272453291879768,-2.52127322835228,0.0116963585786468,"TNFRSF14-AS1"
"ENSG00000157873",-0.0112021881218785,-2.55849552790322,0.0105157012711437,"TNFRSF14"
"ENSG00000228037",0.000823652186673715,1.88377456964922,0.0596016005781166,"AL139246.3"
"ENSG00000157870",-0.0017565582309509,-0.274221051696089,0.783915948027615,"FAM213B"
"ENSG00000142606",-0.000455616276468988,-0.27037450600904,0.786873330331812,"MMEL1"
"ENSG00000237058",-0.000287942512380513,-1.04276562014165,0.297062184864946,"AL831784.1"
"ENSG00000215912",-0.000712792876161495,-1.0021738228913,0.316264772725746,"TTC34"
"ENSG00000177133",-0.0018207501706215,-0.425968877230159,0.670132461875414,"LINC00982"
"ENSG00000142611",0.00115637410906477,0.457661682091582,0.647197622376534,"PRDM16"
"ENSG00000272235",0.000296365550844034,1.07688225686399,0.281538360594608,"AL590438.1"
"ENSG00000130762",9.47636588720083e-05,0.0497768987300869,0.960300386080678,"ARHGEF16"
"ENSG00000272088",3.03859138501244e-05,0.0979930117922559,0.921938257475669,"AL512413.1"
"ENSG00000162591",-0.00242816635727355,-1.21239769381053,0.225366236137875,"MEGF6"
"ENSG00000238260",9.79674891767008e-05,0.436351241694096,0.66258389996297,"AL513320.1"
"ENSG00000158109",-0.02242569808507,-2.19794898088033,0.0279575675356036,"TPRG1L"
"ENSG00000116213",-0.00684412723032991,-1.79454977653611,0.0727318413104056,"WRAP73"
"ENSG00000078900",-7.29063980260691e-05,-0.0978725937400596,0.922033877026215,"TP73"
"ENSG00000235131",0.000117260396123739,0.357826958577259,0.720474410487946,"AL136528.2"
"ENSG00000162592",-0.000182799000414267,-0.923595738164874,0.35570154284383,"CCDC27"
"ENSG00000235169",0.00444972721011488,1.85992406364618,0.062902470475732,"SMIM1"
"ENSG00000130764",-0.0310664199766161,-4.01200481193245,6.02977593196902e-05,"LRRC47"
"ENSG00000272153",0.000242160803601717,0.760716508337648,0.446830202716427,"AL365330.1"
"ENSG00000116198",0.00191014719849274,0.550987078370171,0.581645133743239,"CEP104"
"ENSG00000169598",-0.000150549682466596,-0.0804935265328248,0.93584508500184,"DFFB"
"ENSG00000198912",-0.00275884923988228,-0.736496017114189,0.461432541539187,"C1orf174"
"ENSG00000236423",-0.000300855496445981,-0.932205410637188,0.351235135793442,"LINC01134"
"ENSG00000233304",0.000164939992352638,0.455243817488233,0.648935928937198,"LINC01346"
"ENSG00000226374",0.000592450852399606,2.01316977831208,0.0441024231379689,"LINC01345"
"ENSG00000284668",0.000336221997110279,2.18870380734941,0.0286232447831309,"AL805961.1"
"ENSG00000284703",0.0034892185518903,2.16449978517596,0.0304309970474663,"AL805961.2"
"ENSG00000235054",-5.63704382407261e-05,-0.402168286116835,0.68756199675148,"LINC01777"
"ENSG00000284694",0.000194792102853788,1.85511852684892,0.0635855173648845,"AL355602.1"
"ENSG00000196581",-0.0109599178547933,-2.08951586116822,0.0366666382891099,"AJAP1"
"ENSG00000236948",0.000567522826539974,0.639327031285295,0.522613301752317,"AL365255.1"
"ENSG00000131697",-0.000693252327892061,-0.246273139088882,0.805471869782636,"NPHP4"
"ENSG00000069424",-0.0604876677437089,-5.48167883770084,4.23454836105931e-08,"KCNAB2"
"ENSG00000116254",-0.0450221246124821,-4.86296707196643,1.16009661260238e-06,"CHD5"
"ENSG00000116251",0.0655708298245875,4.6250218975583,3.75548503326193e-06,"RPL22"
"ENSG00000226944",-0.000310516031072956,-0.256230920451318,0.797773648127184,"AL031847.1"
"ENSG00000158286",0.00158040707449948,0.69485381365004,0.487150331301779,"RNF207"
"ENSG00000116237",-0.0157654171461879,-2.68046504980953,0.00735454038618982,"ICMT"
"ENSG00000225077",-0.000121454939489378,-0.777197744100503,0.437045998069352,"LINC00337"
"ENSG00000158292",-0.00776195611458418,-2.59810256071963,0.00937695340153297,"GPR153"
"ENSG00000097021",-0.0773522616658831,-6.47182609353234,9.77693576821742e-11,"ACOT7"
"ENSG00000271746",-0.000183615449872866,-0.444175442181117,0.656917776958859,"AL031848.2"
"ENSG00000069812",0.00109471238954306,1.99956334263234,0.0455531421133808,"HES2"
"ENSG00000187017",0.000860200870968886,0.436640973601661,0.662373734917492,"ESPN"
"ENSG00000215788",-0.0036788360900073,-0.835183463650479,0.403618635358918,"TNFRSF25"
"ENSG00000171680",-0.00925133928567833,-1.85809212989082,0.0631621380157237,"PLEKHG5"
"ENSG00000162408",-0.0042835302788501,-0.949448052090946,0.342397629621588,"NOL9"
"ENSG00000173662",-0.000352747395321049,-1.2897960050378,0.19712779865702,"TAS1R1"
"ENSG00000204859",-0.0108639802208048,-3.10183520343258,0.00192438085555258,"ZBTB48"
"ENSG00000162413",-0.00662007712407774,-1.28028095738056,0.200452618000588,"KLHL21"
"ENSG00000116273",-0.00361896752234519,-1.09346484595288,0.274195321813763,"PHF13"
"ENSG00000041988",-0.0119038668009481,-2.58666211675582,0.00969401279245823,"THAP3"
"ENSG00000007923",-0.008757175573677,-1.71305975397819,0.0867080974005313,"DNAJC11"
"ENSG00000228750",-6.61197493553284e-06,-0.166880929792647,0.867464451577545,"LINC01672"
"ENSG00000284744",0.000268686076308307,1.58150956263394,0.113768257412378,"AL591163.1"
"ENSG00000237436",0.000633110348554939,0.722764492835018,0.469828157331543,"CAMTA1-DT"
"ENSG00000171735",-0.0456047455694414,-4.38982830640157,1.13685626260799e-05,"CAMTA1"
"ENSG00000270171",-0.00034376715113818,-0.687222903190526,0.491945641574891,"AL359881.3"
"ENSG00000270035",0.000926647968556756,2.50206275140776,0.0123505510378925,"AL359881.2"
"ENSG00000269978",-0.000762070672383644,-1.16346780258174,0.24464562056825,"AL359881.1"
"ENSG00000049245",-0.000224099787747332,-0.0396132272647789,0.968401648994579,"VAMP3"
"ENSG00000049246",-0.0049693335456311,-1.16134010611305,0.245509473490962,"PER3"
"ENSG00000236266",-4.93846451686004e-05,-0.392000126829815,0.695059885394904,"Z98884.1"
"ENSG00000049247",3.57177662509428e-05,0.0861765857774112,0.931326407892174,"UTS2"
"ENSG00000049249",-0.000116959778843406,-0.377691731950498,0.705661304532865,"TNFRSF9"
"ENSG00000116288",-0.0142643349953467,-1.07760009292773,0.281217753885771,"PARK7"
"ENSG00000284747",0.000191141986120792,0.543933822238794,0.586489575997994,"AL034417.4"
"ENSG00000284716",-0.000159579089139178,-1.1449804945055,0.252223028277835,"AL034417.3"
"ENSG00000116285",-0.000437048417814832,-0.0971035125552769,0.922644602661077,"ERRFI1"
"ENSG00000238290",-0.000279312657210454,-1.11846832892272,0.263372703355492,"AL034417.2"
"ENSG00000162426",-0.0100157969073596,-2.12511361981348,0.0335822997450135,"SLC45A1"
"ENSG00000142599",-0.0158329882121869,-1.85155332531293,0.0640962159306021,"RERE"
"ENSG00000232912",-0.000157287933093285,-0.609986569933616,0.541873633113299,"AL096855.1"
"ENSG00000074800",-0.0549775094587663,-3.93655517392397,8.27777994666155e-05,"ENO1"
"ENSG00000230679",0.000209831228899637,0.433111402351777,0.664935813535834,"ENO1-AS1"
"ENSG00000131686",-0.000364182648632161,-1.15319402794944,0.248836578967979,"CA6"
"ENSG00000142583",0.00480674088021979,2.01926477756946,0.043465333528105,"SLC2A5"
"ENSG00000180758",0.000450246279445152,0.434707915776411,0.66377643418232,"GPR157"
"ENSG00000228526",7.975761435599e-05,0.0718128481151731,0.942751151389639,"MIR34AHG"
"ENSG00000234546",0.000640546948040822,1.26308120180105,0.206566222235766,"LINC01759"
"ENSG00000049239",0.00241880992479414,0.910519434313453,0.3625532750697,"H6PD"
"ENSG00000171621",-0.00147432122395401,-0.565454524679702,0.571767328031924,"SPSB1"
"ENSG00000284652",-0.000208142083883425,-0.281695363915623,0.778178341436154,"BX323043.1"
"ENSG00000284693",-0.000454701914609368,-0.40855017851693,0.682871647875886,"AL928921.2"
"ENSG00000171612",-0.00140292209363565,-0.23120339395261,0.817157793035167,"SLC25A33"
"ENSG00000188807",-0.00888902542185895,-2.52374231825996,0.0116145457917347,"TMEM201"
"ENSG00000171608",-0.00466223694000804,-1.50898605727442,0.13130902219646,"PIK3CD"
"ENSG00000179840",-0.000246906380881446,-1.0664452031836,0.286227877748003,"PIK3CD-AS1"
"ENSG00000231789",-0.000811828190008099,-0.968102035618536,0.332998361090823,"PIK3CD-AS2"
"ENSG00000171603",-0.127944572157357,-9.15267011351191,5.76894731047094e-20,"CLSTN1"
"ENSG00000178585",-0.00810729284718702,-1.43762816853087,0.15054619641964,"CTNNBIP1"
"ENSG00000223989",-0.000486526645230341,-0.880702226840795,0.378483483971197,"AL357140.1"
"ENSG00000162441",-0.00385105965880271,-1.18555533550515,0.235803902833336,"LZIC"
"ENSG00000173614",-0.00286506215960428,-1.21122803253578,0.225814070544935,"NMNAT1"
"ENSG00000162444",0.0122013279203439,3.46906063503367,0.000522746094824489,"RBP7"
"ENSG00000130939",-0.00954549510545569,-1.83960221709466,0.0658329186766233,"UBE4B"
"ENSG00000054523",-0.0449894968891753,-4.17352204166157,3.00461840704405e-05,"KIF1B"
"ENSG00000284735",-9.94716992762085e-05,-0.229680353699637,0.818341154989895,"AL139424.3"
"ENSG00000284642",-0.00236470191983008,-0.921279646597787,0.35690914126686,"AL139424.2"
"ENSG00000142657",-0.00966475068005493,-1.66943428030195,0.0950379591567124,"PGD"
"ENSG00000271989",-9.17072890584618e-06,-0.359692358050426,0.719078812561923,"AL139424.1"
"ENSG00000251503",0.000945079759446676,0.508585334874265,0.61104528145729,"CENPS-CORT"
"ENSG00000175279",-0.000922808297407165,-0.371937414532621,0.70994111294272,"CENPS"
"ENSG00000241563",6.96097110833796e-05,0.0172887055823138,0.986206368784736,"CORT"
"ENSG00000160049",0.00218452221343612,0.439128605007434,0.660570358320335,"DFFA"
"ENSG00000203469",-0.000203184478271842,-1.36845365300101,0.171176616540542,"AL354956.1"
"ENSG00000142655",-0.0171096114630562,-3.46310247307704,0.000534456897725356,"PEX14"
"ENSG00000130940",0.00212662107347164,1.07635524111057,0.281773899167688,"CASZ1"
"ENSG00000272078",-0.00107436484702694,-1.67550757283801,0.0938412932352979,"AL139423.1"
"ENSG00000175262",-0.000244991659119159,-0.643430651277691,0.5199478179008,"C1orf127"
"ENSG00000120948",-0.00914774570371016,-1.16238170832399,0.245086312053857,"TARDBP"
"ENSG00000277726",-0.000136753069678884,-0.736577540358779,0.461382948813517,"AL109811.4"
"ENSG00000009724",0.000545748178582912,3.66802456711971,0.000244699512458717,"MASP2"
"ENSG00000271895",-0.000283089251657303,-0.247866581430885,0.804238712776529,"AL109811.3"
"ENSG00000116649",-0.0191981634963408,-2.11529195969305,0.0344102823726183,"SRM"
"ENSG00000171824",-0.00765311994367879,-1.6631620929983,0.0962866154267337,"EXOSC10"
"ENSG00000226849",-0.000124491394215081,-0.736277017654118,0.461565779392291,"AL109811.1"
"ENSG00000230337",-0.00183640828258675,-1.35641265999031,0.174974378694507,"AL109811.2"
"ENSG00000198793",-0.0149604369871169,-2.63954342173581,0.00830450008653436,"MTOR"
"ENSG00000171819",-0.000273493393357647,-0.689171794315093,0.490718543340459,"ANGPTL7"
"ENSG00000120942",-0.0032263683034464,-1.13487000200811,0.256435538787001,"UBIAD1"
"ENSG00000204624",-0.0023838952327355,-0.886918561051336,0.375127255201554,"DISP3"
"ENSG00000284708",-0.000417699683968225,-1.07379004714416,0.282922267109538,"AL031731.1"
"ENSG00000116661",0.0165354008330815,1.38979494499138,0.164597691479855,"FBXO2"
"ENSG00000132879",-0.0353616389942598,-3.61461908532438,0.000301101465193034,"FBXO44"
"ENSG00000116663",-0.000173637276761513,-0.0519135703345716,0.958597780415849,"FBXO6"
"ENSG00000116670",-0.00308765433722375,-0.691947369614406,0.488973776149511,"MAD2L2"
"ENSG00000162490",-0.00275374146893781,-2.80944229079384,0.00496477670654352,"DRAXIN"
"ENSG00000177674",0.00426728246321062,1.12198412977996,0.261874880696863,"AGTRAP"
"ENSG00000215910",-0.00132260168930303,-1.2409064536442,0.214646460082094,"C1orf167"
"ENSG00000177000",-0.00834775011661719,-2.47522086323796,0.01331885527767,"MTHFR"
"ENSG00000011021",-0.0152041132900574,-2.3975928735727,0.0165070475764471,"CLCN6"
"ENSG00000242349",-0.00072360439461558,-1.18640615528893,0.235467898472434,"NPPA-AS1"
"ENSG00000175206",-0.00157690398264989,-0.544850983156312,0.585858578392552,"NPPA"
"ENSG00000120937",6.77888052771428e-05,0.218933352120118,0.826702909598013,"NPPB"
"ENSG00000116685",-0.00745753508022917,-1.41005303605768,0.158530595659007,"KIAA2013"
"ENSG00000083444",0.00158288173483934,0.348962286739404,0.727119175332649,"PLOD1"
"ENSG00000116688",-0.0389509899773161,-5.20918253831602,1.90467259252323e-07,"MFN2"
"ENSG00000116691",0.000398668152699085,0.103569053437258,0.917511786226195,"MIIP"
"ENSG00000120949",0.000391414316667125,1.4893727290847,0.136395910036036,"TNFRSF8"
"ENSG00000028137",-0.00202537182844667,-0.9345429441804,0.35002866331559,"TNFRSF1B"
"ENSG00000048707",-0.0216628974941332,-3.66585642689001,0.000246781696809007,"VPS13D"
"ENSG00000229484",-9.49593253312956e-06,-0.132968441301316,0.894218904409265,"AC243836.1"
"ENSG00000162496",0.0114302468947203,2.47649435512428,0.0132714411653033,"DHRS3"
"ENSG00000272482",-0.000734574222756508,-1.99904724886686,0.0456089504468209,"AC254633.1"
"ENSG00000204518",-0.000171520163309867,-1.15373206260824,0.248615861569451,"AADACL4"
"ENSG00000157330",0.000532471452821705,2.36551278160474,0.0180091299094231,"C1orf158"
"ENSG00000162494",-0.00181919882032305,-1.57515088790253,0.115228305204571,"LRRC38"
"ENSG00000259961",0.000187042944209218,0.259174713690797,0.795501567596433,"AL354712.1"
"ENSG00000162493",-0.00541932052604222,-2.30631137725187,0.0210975390582594,"PDPN"
"ENSG00000116731",-0.0177736271633299,-2.46806464280802,0.0135880877361719,"PRDM2"
"ENSG00000189337",-0.00214961437313433,-0.347780291981497,0.728006738411925,"KAZN"
"ENSG00000231606",-9.57272029877208e-06,-0.166881119596899,0.867464302230654,"AL357873.1"
"ENSG00000175147",0.00100168399704995,1.22124789896996,0.221998257841319,"TMEM51-AS1"
"ENSG00000171729",-0.00269522427587852,-1.35669387270365,0.174884972067993,"TMEM51"
"ENSG00000142621",-0.000570399699462847,-0.703104405578733,0.48199414580413,"FHAD1"
"ENSG00000233485",0.000160606060758511,0.550070438041553,0.582273658134021,"AL031283.2"
"ENSG00000228140",0.000537881423195342,1.15639534208111,0.247525323801389,"AL031283.1"
"ENSG00000142634",-0.0267693439203555,-3.24642025216309,0.00116947453973824,"EFHD2"
"ENSG00000162438",0.00028582243099908,0.933809184215864,0.350407095790821,"CTRC"
"ENSG00000132906",-0.00408560582137648,-1.46477763043017,0.142988240232237,"CASP9"
"ENSG00000116138",-0.0030323542696883,-0.663188520764186,0.507213052922337,"DNAJC16"
"ENSG00000272510",-0.000477541507147917,-0.957288781895713,0.338426406493157,"AL121992.3"
"ENSG00000116771",-0.00225916355880891,-1.37330100838927,0.169665295734684,"AGMAT"
"ENSG00000237301",0.00086961285388974,2.92273201220016,0.0034713920856293,"AL121992.1"
"ENSG00000197312",-0.00805134657232087,-2.02257196500768,0.0431229102616077,"DDI2"
"ENSG00000271742",-0.000112089389748352,-0.617849198959907,0.536677722086286,"AL121992.2"
"ENSG00000116786",-0.0029391901959392,-0.374553359410005,0.707994343987935,"PLEKHM2"
"ENSG00000237938",-1.44893296520976e-05,-0.359693490496111,0.719077965606993,"AL450998.3"
"ENSG00000162461",-0.00249660106386897,-1.94008769166107,0.0523749667302432,"SLC25A34"
"ENSG00000224459",-2.66660009578625e-05,-0.122901056743047,0.902185970737539,"SLC25A34-AS1"
"ENSG00000162458",0.0029083773929811,1.59258584279239,0.111259810696547,"FBLIM1"
"ENSG00000233954",0.000996484427152704,0.70748390879419,0.479269293062828,"UQCRHL"
"ENSG00000179743",-9.96752388549235e-05,-0.0676257946112683,0.946083806976794,"AL450998.2"
"ENSG00000065526",-0.000417071699378879,-0.0852586392591386,0.932056133531923,"SPEN"
"ENSG00000116809",-0.00341928138619735,-0.807447388495156,0.419412832665602,"ZBTB17"
"ENSG00000183888",-0.00480587134535952,-1.20324322908406,0.228888230364341,"SRARP"
"ENSG00000233078",-4.79100120121247e-05,-0.31632665180237,0.751755978981776,"AL355994.3"
"ENSG00000173641",0.00402538656725847,2.099454031162,0.0357821783707151,"HSPB7"
"ENSG00000186510",-0.000264469246692023,-0.767865723822017,0.442570794294489,"CLCNKA"
"ENSG00000184908",-0.000326861988309536,-1.03735860131868,0.299574064950343,"CLCNKB"
"ENSG00000185519",-0.0041530722309851,-1.1383160181702,0.254994310584272,"FAM131C"
"ENSG00000142627",0.00247722463722308,2.1011461205579,0.0356334161599993,"EPHA2"
"ENSG00000227959",-9.38742915954065e-05,-0.831693327324971,0.405586264697538,"AL451042.2"
"ENSG00000234166",-4.05646018068126e-06,-0.11860210300622,0.905591102571515,"ARHGEF19-AS1"
"ENSG00000142632",-0.00129513157819926,-0.998836890380419,0.317878819536831,"ARHGEF19"
"ENSG00000132881",0.000647403429340419,0.539853760427258,0.589300428798104,"CPLANE2"
"ENSG00000037637",0.00045300652127413,0.108162726520366,0.91386706994779,"FBXO42"
"ENSG00000055070",-0.0022949555614704,-0.469163909890061,0.638954641472914,"SZRD1"
"ENSG00000187144",0.000855774166500309,1.66759138477299,0.0954034864244755,"SPATA21"
"ENSG00000157191",0.000297989198251116,0.0829760851532885,0.93387090627021,"NECAP2"
"ENSG00000226029",-0.000442395793043456,-0.979458377494365,0.327358552000439,"LINC01772"
"ENSG00000261135",0.00112970159394643,0.8970162789652,0.369714793898048,"AL137802.2"
"ENSG00000224174",-2.81959076072358e-05,-0.0784276467791403,0.937488213910386,"AL137802.1"
"ENSG00000233421",-0.000174645414651985,-0.744118994177409,0.456808184009375,"LINC01783"
"ENSG00000219481",-0.00100496043102555,-0.350256602499061,0.726147689998884,"NBPF1"
"ENSG00000271732",-7.9749685296149e-05,-0.62692773473326,0.530709630675318,"AL137798.1"
"ENSG00000058453",-0.00131212032713406,-0.376608853288576,0.706465996018762,"CROCC"
"ENSG00000228549",-0.000154430641635051,-0.990891216276199,0.321743768416506,"BX284668.2"
"ENSG00000238142",0.00198152322036213,0.487597399754832,0.625837296592016,"BX284668.5"
"ENSG00000272426",0.000471714229568088,1.06983257513874,0.284700133504785,"BX284668.6"
"ENSG00000117122",0.00203064651851178,0.958554723041496,0.337788008320937,"MFAP2"
"ENSG00000159363",-0.0406650328822533,-4.07583640461138,4.59240226290454e-05,"ATP13A2"
"ENSG00000117118",-0.0141198748454223,-1.64314287988746,0.100360018464934,"SDHB"
"ENSG00000117115",0.00917932886271646,1.32977588637608,0.18359853273009,"PADI2"
"ENSG00000142623",-1.45293881183074e-05,-0.132968492295959,0.894218864079755,"PADI1"
"ENSG00000159339",-0.00161599463330976,-1.16226557522276,0.245133466936818,"PADI4"
"ENSG00000227751",-0.000252254936854028,-0.72429849489394,0.468886081617729,"AC004824.1"
"ENSG00000179051",-0.0182472143092563,-3.77477229645616,0.000160349329320002,"RCC2"
"ENSG00000074964",-0.0127463083359804,-3.53402110111481,0.000409678519901162,"ARHGEF10L"
"ENSG00000117148",0.000398500196803736,1.26199150191476,0.206958064181354,"ACTL8"
"ENSG00000284653",-3.97436758066022e-05,-0.359694146760576,0.719077474787652,"AL357509.1"
"ENSG00000261781",-5.75082265489465e-05,-0.476015873354652,0.634065266909142,"LINC01654"
"ENSG00000117154",-0.0171496075556026,-2.0652016140538,0.0389093609924081,"IGSF21"
"ENSG00000225387",0.000204887916688897,3.08987072027009,0.00200359727077109,"AL591896.1"
"ENSG00000179023",-0.000395555069745965,-0.645968755891907,0.518302722359735,"KLHDC7A"
"ENSG00000009709",-0.00389258202950475,-2.19655898027637,0.0280567908220325,"PAX7"
