top,layer,gene,tstat,pval,fdr,gene_index,ensembl,KM_Zeng,BM,RNAscope,test,in_rows,results
9,Layer3-WM,HAPLN4,15.6737500304317,8.16920584018126e-25,3.64853071234176e-22,20572,ENSG00000187664,FALSE,FALSE,FALSE,paired_layers,309,Layer3-WM_top9
10,Layer3-WM,FAM84A,15.2354903381945,3.9078206394492e-24,1.454425711659e-21,2335,ENSG00000162981,FALSE,FALSE,FALSE,paired_layers,40;310,Layer3_top10;Layer3-WM_top10
1,Layer4-WM,SCN1B,21.1824744959892,1.64386740618746e-32,1.83546015237861e-28,20704,ENSG00000105711,FALSE,FALSE,FALSE,paired_layers,45;260;267;311;366;406;440,Layer4_top5;Layer4-Layer5_top10;Layer4-Layer6_top7;Layer4-WM_top1;Layer4-Layer1_top6;Layer4-Layer2_top6;Layer4-Layer3_top10
2,Layer4-WM,PARM1,19.1729688514473,7.08740181571317e-30,5.2756256648897e-26,5344,ENSG00000169116,FALSE,FALSE,FALSE,paired_layers,266;275;312;322,Layer4-Layer6_top6;Layer5-Layer6_top5;Layer4-WM_top2;Layer5-WM_top2
3,Layer4-WM,CBLN4,17.8939548381966,4.24103955047539e-28,2.36766635504165e-24,19844,ENSG00000054803,FALSE,FALSE,FALSE,paired_layers,219;244;283;292;301;313,Layer2-Layer6_top9;Layer3-Layer6_top4;Layer1-WM_top3;Layer2-WM_top2;Layer3-WM_top1;Layer4-WM_top3
4,Layer4-WM,RORB,17.3324178226849,2.71453566628083e-27,1.21236591927434e-23,10825,ENSG00000198963,TRUE,TRUE,TRUE,paired_layers,263;273;314;327;409;436,Layer4-Layer6_top3;Layer5-Layer6_top3;Layer4-WM_top4;Layer5-WM_top7;Layer4-Layer2_top9;Layer4-Layer3_top6
5,Layer4-WM,NSG1,17.2535268585898,3.53402870963034e-27,1.29369472117181e-23,5069,ENSG00000168824,FALSE,FALSE,FALSE,paired_layers,315,Layer4-WM_top5
6,Layer4-WM,PVALB,17.2124730278839,4.05528773821266e-27,1.29369472117181e-23,21800,ENSG00000100362,FALSE,FALSE,TRUE,paired_layers,47;262;316;392;401,Layer4_top7;Layer4-Layer6_top2;Layer4-WM_top6;Layer3-Layer2_top2;Layer4-Layer2_top1
7,Layer4-WM,FRMPD2,17.0915482189891,6.08882924672128e-27,1.68968775043698e-23,12882,ENSG00000170324,FALSE,FALSE,FALSE,paired_layers,261;271;317;329,Layer4-Layer6_top1;Layer5-Layer6_top1;Layer4-WM_top7;Layer5-WM_top9
8,Layer4-WM,SNCG,16.9565483987689,9.60502560163733e-27,2.14489826710163e-23,13092,ENSG00000173267,TRUE,FALSE,TRUE,paired_layers,268;274;318;324;394,Layer4-Layer6_top8;Layer5-Layer6_top4;Layer4-WM_top8;Layer5-WM_top4;Layer3-Layer2_top4
9,Layer4-WM,VAMP1,16.6019029691714,3.21474583168318e-26,5.52219147440901e-23,13544,ENSG00000139190,FALSE,FALSE,FALSE,paired_layers,41;265;319;369;403;433,Layer4_top1;Layer4-Layer6_top5;Layer4-WM_top9;Layer4-Layer1_top9;Layer4-Layer2_top3;Layer4-Layer3_top3
10,Layer4-WM,SNCB,16.5068437338588,4.45565463196845e-26,7.10708739903481e-23,6771,ENSG00000074317,FALSE,FALSE,FALSE,paired_layers,320;326;333,Layer4-WM_top10;Layer5-WM_top6;Layer6-WM_top3
1,Layer5-WM,NAP1L5,17.805253696924,5.67213965225652e-28,6.33322752872701e-24,5434,ENSG00000177432,FALSE,FALSE,FALSE,paired_layers,321,Layer5-WM_top1
2,Layer5-WM,PARM1,17.4791004161087,1.66543206286344e-27,1.23969211319345e-23,5344,ENSG00000169116,FALSE,FALSE,FALSE,paired_layers,266;275;312;322,Layer4-Layer6_top6;Layer5-Layer6_top5;Layer4-WM_top2;Layer5-WM_top2
3,Layer5-WM,PCP4,16.8210366257008,1.52118235031432e-26,8.49238076621725e-23,22225,ENSG00000183036,TRUE,TRUE,TRUE,paired_layers,51;272;323;444;466,Layer5_top1;Layer5-Layer6_top2;Layer5-WM_top3;Layer5-Layer3_top4;Layer5-Layer4_top6
4,Layer5-WM,SNCG,16.7006381258195,2.29303429698178e-26,1.024114977718e-22,13092,ENSG00000173267,TRUE,FALSE,TRUE,paired_layers,268;274;318;324;394,Layer4-Layer6_top8;Layer5-Layer6_top4;Layer4-WM_top8;Layer5-WM_top4;Layer3-Layer2_top4
5,Layer5-WM,SNRPN,16.4409328366542,5.5910135458309e-26,2.08088205819917e-22,15855,ENSG00000128739,FALSE,FALSE,FALSE,paired_layers,325;336,Layer5-WM_top5;Layer6-WM_top6
6,Layer5-WM,SNCB,16.2608944051745,1.04220385499344e-25,3.32477918369407e-22,6771,ENSG00000074317,FALSE,FALSE,FALSE,paired_layers,320;326;333,Layer4-WM_top10;Layer5-WM_top6;Layer6-WM_top3
7,Layer5-WM,RORB,16.1774363492772,1.39289950940509e-25,3.88810486806562e-22,10825,ENSG00000198963,TRUE,TRUE,TRUE,paired_layers,263;273;314;327;409;436,Layer4-Layer6_top3;Layer5-Layer6_top3;Layer4-WM_top4;Layer5-WM_top7;Layer4-Layer2_top9;Layer4-Layer3_top6
8,Layer5-WM,SMYD2,16.0894164657811,1.89312931630702e-25,4.69727452916134e-22,1994,ENSG00000143499,FALSE,FALSE,TRUE,paired_layers,53;277;328;376;414,Layer5_top3;Layer5-Layer6_top7;Layer5-WM_top8;Layer5-Layer1_top6;Layer5-Layer2_top4
9,Layer5-WM,FRMPD2,15.9721711862141,2.85324931350665e-25,6.37159104199169e-22,12882,ENSG00000170324,FALSE,FALSE,FALSE,paired_layers,261;271;317;329,Layer4-Layer6_top1;Layer5-Layer6_top1;Layer4-WM_top7;Layer5-WM_top9
10,Layer5-WM,NRN1,15.2127057124358,4.2419289301713e-24,7.89387624497128e-21,6907,ENSG00000124785,FALSE,FALSE,TRUE,paired_layers,330,Layer5-WM_top10
1,Layer6-WM,C16orf45,13.2327991692525,6.81392079599098e-21,9.01737196732531e-17,16889,ENSG00000166780,FALSE,FALSE,FALSE,paired_layers,331,Layer6-WM_top1
2,Layer6-WM,SYNPR,13.138744776129,9.79649105779321e-21,9.01737196732531e-17,4271,ENSG00000163630,TRUE,FALSE,FALSE,paired_layers,332,Layer6-WM_top2
3,Layer6-WM,SNCB,13.0326555146779,1.47739578589469e-20,9.01737196732531e-17,6771,ENSG00000074317,FALSE,FALSE,FALSE,paired_layers,320;326;333,Layer4-WM_top10;Layer5-WM_top6;Layer6-WM_top3
4,Layer6-WM,SNAP25,12.3396946794733,2.237788612964e-19,8.32867625268319e-16,19487,ENSG00000132639,FALSE,FALSE,TRUE,paired_layers,334,Layer6-WM_top4
5,Layer6-WM,CCK,12.1650202081493,4.48062617631336e-19,1.42938375918934e-15,3990,ENSG00000187094,TRUE,FALSE,TRUE,paired_layers,335,Layer6-WM_top5
6,Layer6-WM,SNRPN,12.0399157876887,7.3834260519736e-19,1.83199207962914e-15,15855,ENSG00000128739,FALSE,FALSE,FALSE,paired_layers,325;336,Layer5-WM_top5;Layer6-WM_top6
7,Layer6-WM,OLFM1,11.9257966933078,1.1663393147142e-18,2.60455232368829e-15,11296,ENSG00000130558,FALSE,FALSE,TRUE,paired_layers,297;306;337,Layer2-WM_top7;Layer3-WM_top6;Layer6-WM_top7
8,Layer6-WM,TUBA4A,11.4381840571864,8.36688989665347e-18,1.31303762304503e-14,3584,ENSG00000127824,FALSE,FALSE,FALSE,paired_layers,338,Layer6-WM_top8
9,Layer6-WM,PI4KA,11.4355331653801,8.45761341789684e-18,1.31303762304503e-14,21575,ENSG00000241973,FALSE,FALSE,FALSE,paired_layers,339,Layer6-WM_top9
10,Layer6-WM,CPLX2,11.4276585683628,8.73299431388559e-18,1.31303762304503e-14,6756,ENSG00000145920,FALSE,FALSE,FALSE,paired_layers,340,Layer6-WM_top10
1,Layer2-Layer1,RTN4,10.3033568297166,9.04444111899996e-16,5.0492853657097e-12,2606,ENSG00000115310,FALSE,FALSE,TRUE,paired_layers,341,Layer2-Layer1_top1
2,Layer2-Layer1,CALM2,9.92193062637311,4.48280372519461e-15,1.25131862484151e-11,2578,ENSG00000143933,FALSE,FALSE,TRUE,paired_layers,342;351,Layer2-Layer1_top2;Layer3-Layer1_top1
3,Layer2-Layer1,ARPP19,9.58382351608194,1.8697159609964e-14,4.17526271250107e-11,16123,ENSG00000128989,FALSE,FALSE,FALSE,paired_layers,343,Layer2-Layer1_top3
4,Layer2-Layer1,NECAB1,9.03316517087583,1.9428250879154e-13,2.55207217871992e-10,10187,ENSG00000123119,FALSE,FALSE,TRUE,paired_layers,344;352,Layer2-Layer1_top4;Layer3-Layer1_top2
5,Layer2-Layer1,FKBP1A,8.99092935973694,2.32637647081013e-13,2.8861284983145e-10,19400,ENSG00000088832,FALSE,FALSE,FALSE,paired_layers,345,Layer2-Layer1_top5
6,Layer2-Layer1,NDFIP2,8.91491360643171,3.21798972349728e-13,3.7821541323904e-10,14966,ENSG00000102471,FALSE,FALSE,FALSE,paired_layers,346,Layer2-Layer1_top6
7,Layer2-Layer1,SIPA1L1,8.80516777868132,5.14247575600761e-13,5.7418313053703e-10,15512,ENSG00000197555,FALSE,FALSE,FALSE,paired_layers,24;205;347,Layer2_top4;Layer2-Layer5_top5;Layer2-Layer1_top7
8,Layer2-Layer1,SCG5,8.6310699596042,1.08259007179432e-12,1.05110082144517e-09,15898,ENSG00000166922,FALSE,FALSE,FALSE,paired_layers,348,Layer2-Layer1_top8
9,Layer2-Layer1,VXN,8.5504234816369,1.52872433037013e-12,1.34646468921162e-09,10077,ENSG00000169085,FALSE,FALSE,FALSE,paired_layers,349,Layer2-Layer1_top9
10,Layer2-Layer1,ZNF365,8.54454240762774,1.56768984458833e-12,1.34646468921162e-09,12929,ENSG00000138311,FALSE,FALSE,FALSE,paired_layers,350;353,Layer2-Layer1_top10;Layer3-Layer1_top3
1,Layer3-Layer1,CALM2,11.3639010460499,1.13224015649357e-17,3.16050686683223e-14,2578,ENSG00000143933,FALSE,FALSE,TRUE,paired_layers,342;351,Layer2-Layer1_top2;Layer3-Layer1_top1
2,Layer3-Layer1,NECAB1,11.2660633985071,1.68797971125385e-17,4.18825277022329e-14,10187,ENSG00000123119,FALSE,FALSE,TRUE,paired_layers,344;352,Layer2-Layer1_top4;Layer3-Layer1_top2
3,Layer3-Layer1,ZNF365,10.4262950972233,5.41319642941879e-16,8.05880596435673e-13,12929,ENSG00000138311,FALSE,FALSE,FALSE,paired_layers,350;353,Layer2-Layer1_top10;Layer3-Layer1_top3
4,Layer3-Layer1,OXR1,9.4609835688551,3.14727329049969e-14,2.51006285179102e-11,10302,ENSG00000164830,FALSE,FALSE,FALSE,paired_layers,354,Layer3-Layer1_top4
5,Layer3-Layer1,ARL6IP5,9.18685957847221,1.00921714685571e-13,6.50039827826921e-11,4297,ENSG00000144746,FALSE,FALSE,FALSE,paired_layers,355,Layer3-Layer1_top5
6,Layer3-Layer1,ATP6V1E1,9.17801849028479,1.04793487984278e-13,6.50039827826921e-11,21516,ENSG00000131100,FALSE,FALSE,FALSE,paired_layers,356,Layer3-Layer1_top6
7,Layer3-Layer1,NEFL,9.11070952427569,1.39592016908977e-13,7.8035845760864e-11,9854,ENSG00000277586,FALSE,FALSE,TRUE,paired_layers,357;364;398,Layer3-Layer1_top7;Layer4-Layer1_top4;Layer3-Layer2_top8
8,Layer3-Layer1,NUAK1,9.10505940229022,1.4299401369958e-13,7.8035845760864e-11,14380,ENSG00000074590,FALSE,FALSE,TRUE,paired_layers,358;365;380,Layer3-Layer1_top8;Layer4-Layer1_top5;Layer5-Layer1_top10
9,Layer3-Layer1,NEUROD6,9.10459909309533,1.43274805257061e-13,7.8035845760864e-11,8204,ENSG00000164600,FALSE,FALSE,TRUE,paired_layers,359;363;396;410;420,Layer3-Layer1_top9;Layer4-Layer1_top3;Layer3-Layer2_top6;Layer4-Layer2_top10;Layer5-Layer2_top10
10,Layer3-Layer1,TUBA1B,9.0829747887515,1.57107949685908e-13,8.25395838864448e-11,13893,ENSG00000123416,FALSE,FALSE,TRUE,paired_layers,360;362;373;397;405;417,Layer3-Layer1_top10;Layer4-Layer1_top2;Layer5-Layer1_top3;Layer3-Layer2_top7;Layer4-Layer2_top5;Layer5-Layer2_top7
1,Layer4-Layer1,STMN1,14.0252627891407,3.34343180400738e-22,1.06660250878984e-18,390,ENSG00000117632,FALSE,FALSE,TRUE,paired_layers,361;371;387,Layer4-Layer1_top1;Layer5-Layer1_top1;Layer6-Layer1_top7
2,Layer4-Layer1,TUBA1B,13.7106772108458,1.09588368077551e-21,2.22474349776344e-18,13893,ENSG00000123416,FALSE,FALSE,TRUE,paired_layers,360;362;373;397;405;417,Layer3-Layer1_top10;Layer4-Layer1_top2;Layer5-Layer1_top3;Layer3-Layer2_top7;Layer4-Layer2_top5;Layer5-Layer2_top7
3,Layer4-Layer1,NEUROD6,12.4606185900886,1.38679943886269e-19,1.80744816220877e-16,8204,ENSG00000164600,FALSE,FALSE,TRUE,paired_layers,359;363;396;410;420,Layer3-Layer1_top9;Layer4-Layer1_top3;Layer3-Layer2_top6;Layer4-Layer2_top10;Layer5-Layer2_top10
4,Layer4-Layer1,NEFL,12.4481354558858,1.4569014786511e-19,1.80744816220877e-16,9854,ENSG00000277586,FALSE,FALSE,TRUE,paired_layers,357;364;398,Layer3-Layer1_top7;Layer4-Layer1_top4;Layer3-Layer2_top8
5,Layer4-Layer1,NUAK1,12.352534931438,2.12675283831191e-19,2.29070634400868e-16,14380,ENSG00000074590,FALSE,FALSE,TRUE,paired_layers,358;365;380,Layer3-Layer1_top8;Layer4-Layer1_top5;Layer5-Layer1_top10
6,Layer4-Layer1,SCN1B,12.3245846852815,2.37595954026927e-19,2.30685010842405e-16,20704,ENSG00000105711,FALSE,FALSE,FALSE,paired_layers,45;260;267;311;366;406;440,Layer4_top5;Layer4-Layer5_top10;Layer4-Layer6_top7;Layer4-WM_top1;Layer4-Layer1_top6;Layer4-Layer2_top6;Layer4-Layer3_top10
7,Layer4-Layer1,SATB1,12.0940835506348,5.94617667587534e-19,5.31136285395889e-16,3886,ENSG00000182568,FALSE,FALSE,TRUE,paired_layers,367;377,Layer4-Layer1_top7;Layer5-Layer1_top7
8,Layer4-Layer1,NEFH,11.5275345874964,5.81955633172458e-18,4.05656965096936e-15,21708,ENSG00000100285,FALSE,TRUE,TRUE,paired_layers,43;368;399;402;435,Layer4_top3;Layer4-Layer1_top8;Layer3-Layer2_top9;Layer4-Layer2_top2;Layer4-Layer3_top5
9,Layer4-Layer1,VAMP1,11.2702336439645,1.65945645058709e-17,1.05878062851601e-14,13544,ENSG00000139190,FALSE,FALSE,FALSE,paired_layers,41;265;319;369;403;433,Layer4_top1;Layer4-Layer6_top5;Layer4-WM_top9;Layer4-Layer1_top9;Layer4-Layer2_top3;Layer4-Layer3_top3
10,Layer4-Layer1,SLC24A2,11.073222702091,3.71958606775911e-17,2.18584411787181e-14,10623,ENSG00000155886,FALSE,FALSE,FALSE,paired_layers,370;379;388,Layer4-Layer1_top10;Layer5-Layer1_top9;Layer6-Layer1_top8
1,Layer5-Layer1,STMN1,17.8700129406852,4.58686927659529e-28,5.12146889078248e-24,390,ENSG00000117632,FALSE,FALSE,TRUE,paired_layers,361;371;387,Layer4-Layer1_top1;Layer5-Layer1_top1;Layer6-Layer1_top7
2,Layer5-Layer1,CAMK2D,16.1863464551221,1.35037195604219e-25,1.00517187167927e-21,5548,ENSG00000145349,FALSE,FALSE,TRUE,paired_layers,52;278;372;412;462,Layer5_top2;Layer5-Layer6_top8;Layer5-Layer1_top2;Layer5-Layer2_top2;Layer5-Layer4_top2
3,Layer5-Layer1,TUBA1B,14.7474845825525,2.29781443178009e-23,7.33035629658304e-20,13893,ENSG00000123416,FALSE,FALSE,TRUE,paired_layers,360;362;373;397;405;417,Layer3-Layer1_top10;Layer4-Layer1_top2;Layer5-Layer1_top3;Layer3-Layer2_top7;Layer4-Layer2_top5;Layer5-Layer2_top7
4,Layer5-Layer1,IPCEF1,14.4425382136785,7.05974027596231e-23,1.7815216945414e-19,7876,ENSG00000074706,FALSE,FALSE,FALSE,paired_layers,374,Layer5-Layer1_top4
5,Layer5-Layer1,HS3ST2,14.3342304532069,1.05479299953085e-22,2.35545824725234e-19,16964,ENSG00000122254,FALSE,FALSE,FALSE,paired_layers,375;386;413;423;442;456;465,Layer5-Layer1_top5;Layer6-Layer1_top6;Layer5-Layer2_top3;Layer6-Layer2_top3;Layer5-Layer3_top2;Layer6-Layer3_top6;Layer5-Layer4_top5
6,Layer5-Layer1,SMYD2,14.1539045624121,2.06510397556755e-22,4.19234880712718e-19,1994,ENSG00000143499,FALSE,FALSE,TRUE,paired_layers,53;277;328;376;414,Layer5_top3;Layer5-Layer6_top7;Layer5-WM_top8;Layer5-Layer1_top6;Layer5-Layer2_top4
7,Layer5-Layer1,SATB1,13.7254971727737,1.03598453829115e-21,1.7795823634292e-18,3886,ENSG00000182568,FALSE,FALSE,TRUE,paired_layers,367;377,Layer4-Layer1_top7;Layer5-Layer1_top7
8,Layer5-Layer1,EFHD2,13.6457661540978,1.40225722551885e-21,2.23670043593297e-18,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
9,Layer5-Layer1,SLC24A2,13.6146382926673,1.57852668716091e-21,2.35000529673269e-18,10623,ENSG00000155886,FALSE,FALSE,FALSE,paired_layers,370;379;388,Layer4-Layer1_top10;Layer5-Layer1_top9;Layer6-Layer1_top8
10,Layer5-Layer1,NUAK1,13.4452913177584,3.01268301038061e-21,4.20476401905058e-18,14380,ENSG00000074590,FALSE,FALSE,TRUE,paired_layers,358;365;380,Layer3-Layer1_top8;Layer4-Layer1_top5;Layer5-Layer1_top10
1,Layer6-Layer1,KRT17,18.2838645675877,1.19435024890863e-28,2.66710354083786e-24,18321,ENSG00000128422,FALSE,FALSE,TRUE,paired_layers,69;381;421;451;471;481,Layer6_top9;Layer6-Layer1_top1;Layer6-Layer2_top1;Layer6-Layer3_top1;Layer6-Layer4_top1;Layer6-Layer5_top1
2,Layer6-Layer1,B3GALT2,15.0956216488798,6.4729476756705e-24,3.61368486363495e-20,1809,ENSG00000162630,TRUE,FALSE,FALSE,paired_layers,382;425;453;479,Layer6-Layer1_top2;Layer6-Layer2_top5;Layer6-Layer3_top3;Layer6-Layer4_top9
3,Layer6-Layer1,TBR1,14.6321800105959,3.50775200040255e-23,1.17598399484264e-19,3209,ENSG00000136535,FALSE,TRUE,TRUE,paired_layers,383,Layer6-Layer1_top3
4,Layer6-Layer1,HS3ST4,14.0100471954174,3.53999842263575e-22,8.78352275287544e-19,16991,ENSG00000182601,FALSE,FALSE,TRUE,paired_layers,99;384;432;441;452;467;475,WM-Layer3_top9;Layer6-Layer1_top4;Layer4-Layer3_top2;Layer5-Layer3_top1;Layer6-Layer3_top2;Layer5-Layer4_top7;Layer6-Layer4_top5
5,Layer6-Layer1,DIRAS2,13.9263728196737,4.84922230048466e-22,1.08287983192123e-18,10887,ENSG00000165023,FALSE,FALSE,TRUE,paired_layers,385;468,Layer6-Layer1_top5;Layer5-Layer4_top8
6,Layer6-Layer1,HS3ST2,13.7188321815937,1.06250316284596e-21,2.15697801177392e-18,16964,ENSG00000122254,FALSE,FALSE,FALSE,paired_layers,375;386;413;423;442;456;465,Layer5-Layer1_top5;Layer6-Layer1_top6;Layer5-Layer2_top3;Layer6-Layer2_top3;Layer5-Layer3_top2;Layer6-Layer3_top6;Layer5-Layer4_top5
7,Layer6-Layer1,STMN1,13.3780362035079,3.89824904754618e-21,6.69629226775028e-18,390,ENSG00000117632,FALSE,FALSE,TRUE,paired_layers,361;371;387,Layer4-Layer1_top1;Layer5-Layer1_top1;Layer6-Layer1_top7
8,Layer6-Layer1,SLC24A2,13.1945274333982,7.897650666226e-21,1.25973169305352e-17,10623,ENSG00000155886,FALSE,FALSE,FALSE,paired_layers,370;379;388,Layer4-Layer1_top10;Layer5-Layer1_top9;Layer6-Layer1_top8
9,Layer6-Layer1,EFHD2,13.0159844665388,1.57612473831332e-20,2.34642943541831e-17,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
10,Layer6-Layer1,CLSTN2,12.6954135745534,5.50458825030546e-20,7.23076236573948e-17,4638,ENSG00000158258,FALSE,FALSE,FALSE,paired_layers,390;415;424;445,Layer6-Layer1_top10;Layer5-Layer2_top5;Layer6-Layer2_top4;Layer5-Layer3_top5
1,Layer3-Layer2,NEFM,8.37064952661574,3.3004384478729e-12,1.05288701399214e-08,9853,ENSG00000104722,FALSE,FALSE,FALSE,paired_layers,50;391;408,Layer4_top10;Layer3-Layer2_top1;Layer4-Layer2_top8
2,Layer3-Layer2,PVALB,8.15969424861797,8.14568781626291e-12,2.02112616249963e-08,21800,ENSG00000100362,FALSE,FALSE,TRUE,paired_layers,47;262;316;392;401,Layer4_top7;Layer4-Layer6_top2;Layer4-WM_top6;Layer3-Layer2_top2;Layer4-Layer2_top1
3,Layer3-Layer2,PCSK1,7.9852924142368,1.71889577653085e-11,3.71256716079763e-08,6256,ENSG00000175426,FALSE,FALSE,FALSE,paired_layers,393;418,Layer3-Layer2_top3;Layer5-Layer2_top8
4,Layer3-Layer2,SNCG,7.97081841766948,1.82876892072787e-11,3.71256716079763e-08,13092,ENSG00000173267,TRUE,FALSE,TRUE,paired_layers,268;274;318;324;394,Layer4-Layer6_top8;Layer5-Layer6_top4;Layer4-WM_top8;Layer5-WM_top4;Layer3-Layer2_top4
5,Layer3-Layer2,LGALS1,7.78969521533726,3.96955717433591e-11,6.81878317385348e-08,21822,ENSG00000100097,TRUE,FALSE,TRUE,paired_layers,395;404,Layer3-Layer2_top5;Layer4-Layer2_top4
6,Layer3-Layer2,NEUROD6,7.75183669184635,4.66713171257899e-11,7.44440844811439e-08,8204,ENSG00000164600,FALSE,FALSE,TRUE,paired_layers,359;363;396;410;420,Layer3-Layer1_top9;Layer4-Layer1_top3;Layer3-Layer2_top6;Layer4-Layer2_top10;Layer5-Layer2_top10
7,Layer3-Layer2,TUBA1B,7.3536559245444,2.55286788023998e-10,3.80053950890927e-07,13893,ENSG00000123416,FALSE,FALSE,TRUE,paired_layers,360;362;373;397;405;417,Layer3-Layer1_top10;Layer4-Layer1_top2;Layer5-Layer1_top3;Layer3-Layer2_top7;Layer4-Layer2_top5;Layer5-Layer2_top7
8,Layer3-Layer2,NEFL,7.30324214828575,3.16380483298222e-10,4.41568285783287e-07,9854,ENSG00000277586,FALSE,FALSE,TRUE,paired_layers,357;364;398,Layer3-Layer1_top7;Layer4-Layer1_top4;Layer3-Layer2_top8
9,Layer3-Layer2,NEFH,7.24827256328701,3.99696180195422e-10,5.25036199996704e-07,21708,ENSG00000100285,FALSE,TRUE,TRUE,paired_layers,43;368;399;402;435,Layer4_top3;Layer4-Layer1_top8;Layer3-Layer2_top9;Layer4-Layer2_top2;Layer4-Layer3_top5
10,Layer3-Layer2,TMEM163,7.12497422704281,6.74688242522781e-10,7.92971744409275e-07,3122,ENSG00000152128,TRUE,FALSE,FALSE,paired_layers,400,Layer3-Layer2_top10
1,Layer4-Layer2,PVALB,13.3217087378142,4.83940908496481e-21,1.54384063251927e-17,21800,ENSG00000100362,FALSE,FALSE,TRUE,paired_layers,47;262;316;392;401,Layer4_top7;Layer4-Layer6_top2;Layer4-WM_top6;Layer3-Layer2_top2;Layer4-Layer2_top1
2,Layer4-Layer2,NEFH,13.1926270298928,7.95578362254525e-21,1.97400671194509e-17,21708,ENSG00000100285,FALSE,TRUE,TRUE,paired_layers,43;368;399;402;435,Layer4_top3;Layer4-Layer1_top8;Layer3-Layer2_top9;Layer4-Layer2_top2;Layer4-Layer3_top5
3,Layer4-Layer2,VAMP1,13.1273614257433,1.02373218842978e-20,2.28609634998254e-17,13544,ENSG00000139190,FALSE,FALSE,FALSE,paired_layers,41;265;319;369;403;433,Layer4_top1;Layer4-Layer6_top5;Layer4-WM_top9;Layer4-Layer1_top9;Layer4-Layer2_top3;Layer4-Layer3_top3
4,Layer4-Layer2,LGALS1,12.5624061959942,9.28302630162584e-20,1.88453873037824e-16,21822,ENSG00000100097,TRUE,FALSE,TRUE,paired_layers,395;404,Layer3-Layer2_top5;Layer4-Layer2_top4
5,Layer4-Layer2,TUBA1B,11.9813583466387,9.33394744684141e-19,1.38957586956944e-15,13893,ENSG00000123416,FALSE,FALSE,TRUE,paired_layers,360;362;373;397;405;417,Layer3-Layer1_top10;Layer4-Layer1_top2;Layer5-Layer1_top3;Layer3-Layer2_top7;Layer4-Layer2_top5;Layer5-Layer2_top7
6,Layer4-Layer2,SCN1B,11.6855876710487,3.06847743660501e-18,4.0307158609898e-15,20704,ENSG00000105711,FALSE,FALSE,FALSE,paired_layers,45;260;267;311;366;406;440,Layer4_top5;Layer4-Layer5_top10;Layer4-Layer6_top7;Layer4-WM_top1;Layer4-Layer1_top6;Layer4-Layer2_top6;Layer4-Layer3_top10
7,Layer4-Layer2,EFHD2,11.4678455709186,7.4161569043661e-18,8.09421678680633e-15,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
8,Layer4-Layer2,NEFM,11.4614412839604,7.61177522381143e-18,8.09421678680633e-15,9853,ENSG00000104722,FALSE,FALSE,FALSE,paired_layers,50;391;408,Layer4_top10;Layer3-Layer2_top1;Layer4-Layer2_top8
9,Layer4-Layer2,RORB,11.3106529470054,1.4069268495205e-17,1.30908681152677e-14,10825,ENSG00000198963,TRUE,TRUE,TRUE,paired_layers,263;273;314;327;409;436,Layer4-Layer6_top3;Layer5-Layer6_top3;Layer4-WM_top4;Layer5-WM_top7;Layer4-Layer2_top9;Layer4-Layer3_top6
10,Layer4-Layer2,NEUROD6,11.1078561888396,3.22660168455081e-17,2.77127854683478e-14,8204,ENSG00000164600,FALSE,FALSE,TRUE,paired_layers,359;363;396;410;420,Layer3-Layer1_top9;Layer4-Layer1_top3;Layer3-Layer2_top6;Layer4-Layer2_top10;Layer5-Layer2_top10
1,Layer5-Layer2,EFHD2,17.8518159877364,4.86867697347667e-28,2.71806063736769e-24,232,ENSG00000142634,FALSE,FALSE,FALSE,paired_layers,378;389;407;411;422;434;443;459,Layer5-Layer1_top8;Layer6-Layer1_top9;Layer4-Layer2_top7;Layer5-Layer2_top1;Layer6-Layer2_top2;Layer4-Layer3_top4;Layer5-Layer3_top3;Layer6-Layer3_top9
2,Layer5-Layer2,CAMK2D,16.2897900716286,9.42815485516355e-26,4.21080252141314e-22,5548,ENSG00000145349,FALSE,FALSE,TRUE,paired_layers,52;278;372;412;462,Layer5_top2;Layer5-Layer6_top8;Layer5-Layer1_top2;Layer5-Layer2_top2;Layer5-Layer4_top2
3,Layer5-Layer2,HS3ST2,16.0455327430698,2.20686724712819e-25,8.21359208260327e-22,16964,ENSG00000122254,FALSE,FALSE,FALSE,paired_layers,375;386;413;423;442;456;465,Layer5-Layer1_top5;Layer6-Layer1_top6;Layer5-Layer2_top3;Layer6-Layer2_top3;Layer5-Layer3_top2;Layer6-Layer3_top6;Layer5-Layer4_top5
