Set	Gene
WM_Neuropil	ENSG00000224387
WM_Neuropil	ENSG00000158286
WM_Neuropil	ENSG00000177674
WM_Neuropil	ENSG00000117215
WM_Neuropil	ENSG00000085832
WM_Neuropil	ENSG00000162383
WM_Neuropil	ENSG00000236723
WM_Neuropil	ENSG00000184313
WM_Neuropil	ENSG00000162676
WM_Neuropil	ENSG00000122406
WM_Neuropil	ENSG00000226835
WM_Neuropil	ENSG00000122477
WM_Neuropil	ENSG00000235005
WM_Neuropil	ENSG00000273406
WM_Neuropil	ENSG00000196420
WM_Neuropil	ENSG00000160678
WM_Neuropil	ENSG00000116584
WM_Neuropil	ENSG00000143303
WM_Neuropil	ENSG00000163564
WM_Neuropil	ENSG00000174307
WM_Neuropil	ENSG00000231691
WM_Neuropil	ENSG00000280924
WM_Neuropil	ENSG00000234277
WM_Neuropil	ENSG00000282111
WM_Neuropil	ENSG00000233332
WM_Neuropil	ENSG00000138029
WM_Neuropil	ENSG00000230876
WM_Neuropil	ENSG00000116039
WM_Neuropil	ENSG00000241244
WM_Neuropil	ENSG00000084090
WM_Neuropil	ENSG00000211460
WM_Neuropil	ENSG00000236283
WM_Neuropil	ENSG00000236501
WM_Neuropil	ENSG00000225166
WM_Neuropil	ENSG00000116120
WM_Neuropil	ENSG00000124019
WM_Neuropil	ENSG00000154767
WM_Neuropil	ENSG00000239482
WM_Neuropil	ENSG00000163608
WM_Neuropil	ENSG00000169903
WM_Neuropil	ENSG00000241211
WM_Neuropil	ENSG00000186329
WM_Neuropil	ENSG00000242539
WM_Neuropil	ENSG00000272922
WM_Neuropil	ENSG00000169020
WM_Neuropil	ENSG00000280650
WM_Neuropil	ENSG00000169248
WM_Neuropil	ENSG00000163749
WM_Neuropil	ENSG00000138646
WM_Neuropil	ENSG00000164093
WM_Neuropil	ENSG00000281560
WM_Neuropil	ENSG00000245729
WM_Neuropil	ENSG00000198865
WM_Neuropil	ENSG00000070193
WM_Neuropil	ENSG00000164172
WM_Neuropil	ENSG00000248371
WM_Neuropil	ENSG00000272139
WM_Neuropil	ENSG00000186367
WM_Neuropil	ENSG00000245275
WM_Neuropil	ENSG00000145861
WM_Neuropil	ENSG00000072571
WM_Neuropil	ENSG00000224846
WM_Neuropil	ENSG00000235051
WM_Neuropil	ENSG00000152954
WM_Neuropil	ENSG00000204257
WM_Neuropil	ENSG00000234753
WM_Neuropil	ENSG00000196284
WM_Neuropil	ENSG00000235899
WM_Neuropil	ENSG00000053328
WM_Neuropil	ENSG00000236166
WM_Neuropil	ENSG00000237499
WM_Neuropil	ENSG00000106128
